"scientific_name","datetime","description","place_guess","latitude","longitude","tag_list","common_name","url","image_url","user_login","id","species_guess","iconic_taxon_name","taxon_id","id_please","num_identification_agreements","num_identification_disagreements","observed_on_string","observed_on","time_observed_at","time_zone","positional_accuracy","geoprivacy","positioning_method","positioning_device","out_of_range","user_id","created_at","updated_at","quality_grade","license","oauth_application_id","captive_cultivated","date"
"Vulpes vulpes cascadensis","2013-11-30 00:00:00 -0500","","Mt. Rainier National Park",46.853704,-121.75895,"","Cascade Fox","http://www.inaturalist.org/observations/472266","https://scontent-b.xx.fbcdn.net/hphotos-ash3/q77/s720x720/1486833_776198375531_442285664_n.jpg","d_tinker",472266,"Vulpes vulpes cascadensis","Mammalia",239011,"false",1,0,"2013-11-30","2013-11-30","","Eastern Time (US & Canada)",9885,"","","","",19041,"2013-12-02 00:00:45 -0600","2014-12-16 14:57:44 -0600","research","CC-BY-NC-ND",NA,"false",2013-11-30 00:00:00
"Ochotona princeps","2009-10-03 00:00:00 +0100","Pika close to trail in first snow below Pinnacle Peak","Mt. Rainier NP",46.757034,-121.736283,"pika, Mt. Rainier","American Pika","http://www.inaturalist.org/observations/469668","http://static.inaturalist.org/photos/592673/medium.jpg?1385668190","redhat",469668,"pika","Mammalia",43188,"false",2,0,"2009-10-03","2009-10-03","","Berlin",268,"","","","true",26480,"2013-11-28 13:49:43 -0600","2014-10-20 06:37:34 -0500","research","CC-BY-NC",NA,"false",2009-10-03 00:00:00
"Ochotona princeps","2013-09-05 00:00:00 -0800","Multiple individuals observed by sound in area.","On the PCT in WA",46.774139,-121.438806,"","American Pika","http://www.inaturalist.org/observations/457857","","ryanubrown",457857,"American pika","Mammalia",43188,"false",0,0,"2013-09-05","2013-09-05","","Pacific Time (US & Canada)",NA,"","","","false",4623,"2013-11-14 16:37:50 -0600","2014-07-01 08:42:27 -0500","casual","CC-BY",NA,"false",2013-09-05 00:00:00
"Ochotona princeps","2013-09-05 00:00:00 -0800","Multiple individuals observed in area, picture of one of those.","On the PCT in WA",46.804194,-121.458389,"","American Pika","http://www.inaturalist.org/observations/457842","http://static.inaturalist.org/photos/577584/medium.JPG?1384468402","ryanubrown",457842,"American pika","Mammalia",43188,"false",3,0,"2013-09-05","2013-09-05","","Pacific Time (US & Canada)",NA,"","","","false",4623,"2013-11-14 16:33:14 -0600","2014-10-20 06:02:24 -0500","research","CC-BY",NA,"false",2013-09-05 00:00:00
"Dendragapus fuliginosus","2013-09-05 00:00:00 -0800","","On the PCT in WA",46.763672,-121.429664,"","Sooty Grouse","http://www.inaturalist.org/observations/457837","http://static.inaturalist.org/photos/577576/medium.JPG?1384468239","ryanubrown",457837,"Sooty Grouse (Dendragapus fuliginosus)","Aves",72797,"false",1,0,"2013-09-05","2013-09-05","","Pacific Time (US & Canada)",200,"","","","true",4623,"2013-11-14 16:30:30 -0600","2014-10-20 06:02:23 -0500","research","CC-BY",NA,"false",2013-09-05 00:00:00
"Ochotona princeps","2013-09-05 00:00:00 -0800","Two pikas observed by sight and sound, picture of typical habitat.","On the PCT in WA",46.845361,-121.473361,"","American Pika","http://www.inaturalist.org/observations/457834","http://static.inaturalist.org/photos/577572/medium.JPG?1384468113","ryanubrown",457834,"American pika","Mammalia",43188,"false",0,0,"2013-09-05","2013-09-05","","Pacific Time (US & Canada)",NA,"","","","false",4623,"2013-11-14 16:28:17 -0600","2014-07-01 08:41:53 -0500","needs_id","CC-BY",NA,"false",2013-09-05 00:00:00
"Cervus elaphus","2013-09-21 18:58:02 -0700","This was a group of three elk, the largest with substantial antlers. There was also a small one, perhaps this was a family unit. I don't know much about elk. We were able to quietly observed these elk for about one minute and then they spooked and took off. Given that there were bow hunters in the area, that is a good survival strategy on their part. The picture is quite poor, the elk are only visible at high resolution.

We heard bugling of elk all night as we camped near Fish Lake.

Day 1. Weekend PCT Section I.1 Trip from White Pass to Chinook Pass with Jeff and Chad. A nice 28-29 mile backpacking trip, great weather the first day, not so great the second day.

pct20130922 018","Washington, United States",46.762692,-121.428279,"","Elk","http://www.inaturalist.org/observations/408243","http://static.inaturalist.org/photos/510589/medium.jpg?1444264821","brewbooks",408243,"Cervus canadensis","Mammalia",42206,"false",1,0,"2013-09-21 18:58:02","2013-09-21","2013-09-21 20:58:02 -0500","Pacific Time (US & Canada)",NA,"","","","false",8641,"2013-09-25 11:02:59 -0500","2014-10-20 03:53:12 -0500","research","CC-BY",NA,"false",2013-09-21 18:58:02
"Odocoileus hemionus","2013-08-05 19:50:19 -1000","The deer was unconcerned by our party of four eating on the rocks southeast of the trail. It moved southwest along the trail and into the woods.","paradise, wa",46.756541,-121.700138,"","Mule Deer","http://www.inaturalist.org/observations/390831","http://static.inaturalist.org/photos/488897/medium.jpg?1378591236","moosefish",390831,"Mule Deer","Mammalia",42220,"true",1,0,"Aug 5, 2013 7:50:19 PM","2013-08-05","2013-08-06 00:50:19 -0500","Hawaii",6,"","","","false",20677,"2013-09-07 17:00:23 -0500","2014-10-20 03:08:04 -0500","research","CC-BY-NC",NA,"false",2013-08-05 19:50:19
"Ursus americanus","2013-08-06 10:36:08 -1000","The bear was in the brush right near the trail. Spooked when two adults walked past. Didn't react to the two six year old boys that walked past. It stopped and turned to look at us as we continued away.

The Snow Lake Trail is a very busy trail leading to two small lakes south of Mt. Rainier.","paradise, wa",46.76503,-121.705202,"","American Black Bear","http://www.inaturalist.org/observations/390828","http://static.inaturalist.org/photos/488892/medium.jpg?1378590954","moosefish",390828,"Black Bear","Mammalia",41638,"false",2,0,"Aug 6, 2013 10:36:08 AM","2013-08-06","2013-08-06 15:36:08 -0500","Hawaii",5,"","","","false",20677,"2013-09-07 16:55:45 -0500","2014-10-20 03:08:03 -0500","research","CC-BY-NC",NA,"false",2013-08-06 10:36:08
"Ochotona princeps","2013-08-18 13:19:33 -1000","","white river, wa",46.917192,-121.679699,"","American Pika","http://www.inaturalist.org/observations/390819","http://static.inaturalist.org/photos/488860/medium.jpg?1378590509","moosefish",390819,"American Pika","Mammalia",43188,"false",2,0,"Aug 18, 2013 1:19:33 PM","2013-08-18","2013-08-18 18:19:33 -0500","Hawaii",4,"","","","true",20677,"2013-09-07 16:48:23 -0500","2014-10-20 03:08:02 -0500","research","CC-BY-NC",NA,"false",2013-08-18 13:19:33
"Marmota caligata","2013-08-18 13:05:24 -1000","","white river, wa",46.916767,-121.680021,"","Hoary Marmot","http://www.inaturalist.org/observations/390818","http://static.inaturalist.org/photos/488845/medium.jpg?1378590343","moosefish",390818,"Hoary Marmot","Mammalia",46087,"false",2,0,"Aug 18, 2013 1:05:24 PM","2013-08-18","2013-08-18 18:05:24 -0500","Hawaii",48,"","","","false",20677,"2013-09-07 16:45:34 -0500","2014-10-20 03:08:01 -0500","research","CC-BY-NC",NA,"false",2013-08-18 13:05:24
"Ochotona princeps","2013-08-17 16:32:48 -1000","Heard many pika, never saw them.","white river, wa",46.927172,-121.687242,"","American Pika","http://www.inaturalist.org/observations/390795","","moosefish",390795,"American Pika","Mammalia",43188,"false",0,0,"Aug 17, 2013 4:32:48 PM","2013-08-17","2013-08-17 21:32:48 -0500","Hawaii",77,"","","","true",20677,"2013-09-07 16:40:43 -0500","2014-07-01 07:48:48 -0500","casual","CC-BY-NC",NA,"false",2013-08-17 16:32:48
"Ochotona princeps","2013-08-05 17:23:54 -1000","Heard lots of pika, never saw them.","paradise, wa",46.755978,-121.701117,"","American Pika","http://www.inaturalist.org/observations/390794","","moosefish",390794,"American Pika","Mammalia",43188,"false",0,0,"Aug 5, 2013 5:23:54 PM","2013-08-05","2013-08-05 22:23:54 -0500","Hawaii",7,"","","","true",20677,"2013-09-07 16:38:04 -0500","2014-07-01 07:48:48 -0500","casual","CC-BY-NC",NA,"false",2013-08-05 17:23:54
"Ochotona princeps","2013-08-17 19:38:50 -0700","Very vocal and active from 5pm on.","Mount Rainier National Park, Buckley, Washington, US",46.929299,-121.689099,"","American Pika","http://www.inaturalist.org/observations/389235","http://static.inaturalist.org/photos/486899/medium.jpg?1378428887","moosefish",389235,"American Pika","Mammalia",43188,"false",3,0,"Sat Aug 17 2013 19:38:50 GMT-0700 (PDT)","2013-08-17","2013-08-17 21:38:50 -0500","Pacific Time (US & Canada)",NA,"","","","true",20677,"2013-09-05 19:54:42 -0500","2014-10-20 03:03:37 -0500","research","CC-BY-NC",3,"false",2013-08-17 19:38:50
"Ochotona princeps","2013-08-13 09:00:13 -0700","No visuals but multiple calls heard back and fourth between different individuals. Off trail trip up the Muddy Fork of the Cowlitz that flows from the Ingraham Glacier of Mount Rainier. In the talus slopes of ""Martha Falls"" on most maps.","Mount Rainier National Park",46.81195,-121.667634,"","American Pika","http://www.inaturalist.org/observations/378240","","carrietomlinson5",378240,"Pika","Mammalia",43188,"false",0,0,"2013-08-13 09:00:13","2013-08-13","2013-08-13 11:00:13 -0500","Pacific Time (US & Canada)",NA,"","","","true",21037,"2013-08-26 11:50:03 -0500","2014-07-01 07:37:01 -0500","casual","CC-BY-NC",NA,"false",2013-08-13 09:00:13
"Ochotona princeps","2013-08-23 12:13:56 -0700","Pika along the Glacier Basin trail on my way to Camp Schurman, Mount Rainier National Park.
One visual and multiple calls. At least two individuals.","Mount Rainier National Park",46.88645,-121.70248,"","American Pika","http://www.inaturalist.org/observations/378236","","carrietomlinson5",378236,"Pika","Mammalia",43188,"false",0,0,"2013-08-23 12:13:56","2013-08-23","2013-08-23 14:13:56 -0500","Pacific Time (US & Canada)",NA,"","","","true",21037,"2013-08-26 11:46:39 -0500","2014-07-01 07:37:00 -0500","casual","CC-BY-NC",NA,"false",2013-08-23 12:13:56
"Ochotona princeps","2013-08-23 11:15:10 -0600","Hiking from White River Camp Ground to Camp Schurman in Mount Rainier National Park. Numerous Pika along the trail to Glacier Basin. Several visuals and calls between Pikas.","Mount Rainier National Park",46.90029,-121.66793,"","American Pika","http://www.inaturalist.org/observations/378230","","carrietomlinson5",378230,"Pika","Mammalia",43188,"false",0,0,"2013-08-23 11:15:10","2013-08-23","2013-08-23 12:15:10 -0500","Mountain Time (US & Canada)",NA,"","","","true",21037,"2013-08-26 11:41:40 -0500","2014-07-01 07:37:00 -0500","casual","CC-BY-NC",NA,"false",2013-08-23 11:15:10
"Rana cascadae","2013-07-07 00:00:00 -0800","","Mt Rainier National Park",46.7192245129,-121.6265619478,"","Cascades Frog","http://www.inaturalist.org/observations/330818","http://static.inaturalist.org/photos/412568/medium.JPG?1373685402","dhildreth",330818,"Cascades Frog","Amphibia",25592,"false",1,0,"2013-07-07","2013-07-07","","Pacific Time (US & Canada)",1049319,"","","","false",14765,"2013-07-12 22:16:31 -0500","2015-05-12 23:01:45 -0500","research","CC-BY-NC",NA,"false",2013-07-07 00:00:00
"Hyles lineata","2012-08-14 13:07:55 -0700","Hummingbird moth, hovering above magenta paint brush.
Hyles lineata (the white lined sphnix)","Chinook Pass, Washington East side of Naches Peak Loop trail on the PCT",46.869947,-121.504079,"","White-lined Sphinx Moth","http://www.inaturalist.org/observations/311602","http://static.inaturalist.org/photos/386664/medium.JPG?1372186893","bellen",311602,"White-lined Sphinx Moth","Insecta",49348,"true",2,0,"2012-08-14 13:07:55","2012-08-14","2012-08-14 15:07:55 -0500","Pacific Time (US & Canada)",1483,"","","","",18346,"2013-06-25 14:00:05 -0500","2014-11-20 17:02:39 -0600","research","CC-BY-NC",NA,"false",2012-08-14 13:07:55
"Dendragapus obscurus","2013-05-11 00:00:00 -0800","","Mt. Rainier, WA",46.853704,-121.75895,"","Dusky Grouse","http://www.inaturalist.org/observations/288835","","annebanan01",288835,"Blue Grouse","Aves",1241,"false",0,0,"2013-05-11","2013-05-11","","Pacific Time (US & Canada)",13231,"","","","false",14704,"2013-06-04 18:09:04 -0500","2014-03-07 19:44:55 -0600","casual","CC-BY-NC",NA,"false",2013-05-11 00:00:00
"Ellychnia corrusca","2013-05-11 00:00:00 -0800","what I thought was a net-winged beetle turns out to be a firely! Apparently a winter black firefly.","Mt. Rainier, WA",46.816009,-121.983471,"","Winter Firefly","http://www.inaturalist.org/observations/266761","http://static.inaturalist.org/photos/330493/medium.JPG?1368508913","velizo",266761,"Winter Firefly","Insecta",125627,"false",1,0,"2013-05-11","2013-05-11","","Pacific Time (US & Canada)",29534,"","","","",5533,"2013-05-14 00:20:51 -0500","2015-10-01 18:28:32 -0500","research","CC-BY",NA,"false",2013-05-11 00:00:00
"Corvus corax","2013-05-11 00:00:00 -0800","saw a few on Mt. Rainier. could tell they were Ravens by their giant size and call.

sorry its a bad picture, it flew away as I got my camera out.","Mt. Rainier, WA",46.810811,-121.859064,"","Common Raven","http://www.inaturalist.org/observations/265857","http://static.inaturalist.org/photos/329515/medium.JPG?1368438260","velizo",265857,"Common Raven","Aves",8010,"false",0,0,"2013-05-11","2013-05-11","","Pacific Time (US & Canada)",46325,"","","","false",5533,"2013-05-13 04:43:24 -0500","2014-03-07 17:47:09 -0600","needs_id","CC-BY",NA,"false",2013-05-11 00:00:00
"Camponotus","2013-05-11 00:00:00 -0800","giant ant! all over the bottom of mt. rainier area. I saw one on a wooden bench, flying short distances before dropping its wings. I have no idea why.","Mt. Rainier, WA",46.810811,-121.859064,"","Carpenter Ants","http://www.inaturalist.org/observations/265853","http://static.inaturalist.org/photos/329511/medium.JPG?1368438013","velizo",265853,"Carpenter Ants (Genus Camponotus)","Insecta",62781,"false",1,0,"2013-05-11","2013-05-11","","Pacific Time (US & Canada)",46325,"","","","",5533,"2013-05-13 04:39:18 -0500","2014-11-19 22:05:10 -0600","needs_id","CC-BY",NA,"false",2013-05-11 00:00:00
"Tamias townsendii","2012-09-02 19:05:00 -0700","","Sunrise Visitor Center, Mount Rainier",46.9103469942,-121.6553020477,"","Townsend's Chipmunk","http://www.inaturalist.org/observations/193748","http://static.inaturalist.org/photos/247522/medium.JPG?1360212992","victoriousness",193748,"Townsend's Chipmunk (Tamias townsendii)","Mammalia",46218,"false",1,0,"2012-09-02, 7:05pm","2012-09-02","2012-09-02 21:05:00 -0500","Pacific Time (US & Canada)",NA,"","","","false",4881,"2013-02-06 22:55:27 -0600","2014-10-19 18:29:15 -0500","research","CC-BY-NC",NA,"false",2012-09-02 19:05:00
"Nucifraga columbiana","2012-09-02 19:00:00 -0700","","Sunrise Visitor Center, Mount Rainier",46.9096140574,-121.6555166245,"","Clark's Nutcracker","http://www.inaturalist.org/observations/193736","http://static.inaturalist.org/photos/247513/medium.JPG?1360211947","victoriousness",193736,"Clark's Nutcracker","Aves",8520,"false",2,0,"2012-09-02, 7:00pm","2012-09-02","2012-09-02 21:00:00 -0500","Pacific Time (US & Canada)",NA,"","","","false",4881,"2013-02-06 22:38:18 -0600","2014-10-19 18:29:13 -0500","research","CC-BY-NC",NA,"false",2012-09-02 19:00:00
"Parnassius","2012-09-02 16:10:00 -0700","","Sunrise Point, Mount Rainier",46.9171335124,-121.5881180763,"","Apollos","http://www.inaturalist.org/observations/193728","http://static.inaturalist.org/photos/247506/medium.JPG?1360211133","victoriousness",193728,"Apollos","Insecta",57486,"false",1,0,"2012-09-02, 4:10pm","2012-09-02","2012-09-02 18:10:00 -0500","Pacific Time (US & Canada)",NA,"","","","",4881,"2013-02-06 22:24:28 -0600","2015-05-13 19:23:36 -0500","needs_id","CC-BY-NC",NA,"false",2012-09-02 16:10:00
"Plethodon vehiculum","2012-04-15 00:00:00 -0600","","Mount Rainier National Park",46.7464481257,-121.8232727051,"","Western Red-backed Salamander","http://www.inaturalist.org/observations/160704","http://static.inaturalist.org/photos/217628/medium.jpg?1355238844","kucycads",160704,"Western Red-backed Salamander","Amphibia",27194,"false",3,0,"2012-04-15","2012-04-15","","Central Time (US & Canada)",2910,"","","","false",9531,"2012-12-11 09:14:00 -0600","2015-08-01 23:24:40 -0500","research","CC-BY-NC",NA,"false",2012-04-15 00:00:00
"Thamnophis sirtalis fitchi","2012-04-15 00:00:00 -0600","","Mount Rainier National Park",46.7360959377,-121.8816375732,"","Valley Garter Snake","http://www.inaturalist.org/observations/160379","http://static.inaturalist.org/photos/217321/medium.jpg?1355185962","kucycads",160379,"valley garter snake","Reptilia",28371,"false",2,0,"2012-04-15","2012-04-15","","Central Time (US & Canada)",3472,"","","","",9531,"2012-12-10 18:32:35 -0600","2014-12-31 12:38:46 -0600","research","CC-BY-NC",NA,"false",2012-04-15 00:00:00
"Bombus flavifrons","2011-09-03 14:14:53 -0700","These are busy bees, out and about in September. This area has just melted out, and it might snow up here again in a few weeks. A very short season this year.

I think this might be a with <i>Bombus flavifrons</i> Bumblebee on an  <i>Arnica latifolia</i>  (broadleaf arnica)
<a href=""http://biology.burke.washington.edu/herbarium/imagecollection.php?Genus=Arnica&amp;Species=latifolia"" rel=""nofollow"">biology.burke.washington.edu/herbarium/imagecollection.ph...</a>

<a href=""http://www.bumblebee.org/NorthAmerica.htm"" rel=""nofollow"">www.bumblebee.org/NorthAmerica.htm</a>

Seen hiking up to Cowlitz Divide, Mount Rainier National Park, Washington
about 1500 meters (4900 feet) elevation

049","Washington, United States",46.781665,-121.60818,"pollination, pollinator","Yellow Head Bumble Bee","http://www.inaturalist.org/observations/135179","http://static.inaturalist.org/photos/188278/medium.jpg?1444594093","brewbooks",135179,"Bombus flavifrons","Insecta",119308,"false",1,0,"2011-09-03 14:14:53","2011-09-03","2011-09-03 16:14:53 -0500","Pacific Time (US & Canada)",NA,"","","","",8641,"2012-10-14 11:51:52 -0500","2015-09-22 16:08:51 -0500","research","CC-BY",NA,"false",2011-09-03 14:14:53
"Taricha granulosa","2012-08-04 15:57:47 -0700","We found what I think was a Rough-skinned Newt in the little stream - but I was not able to photograph it. Just after this point, we met a ranger who told us to be cautious as a bear had been bluff charging hikers. (That was a bear I was happy to NOT observe)

Sunrise Rim trail, Mount Rainier National Park  

12q3 561","Sunrise, Washington, United States",46.910684,-121.657834,"","Rough-skinned Newt","http://www.inaturalist.org/observations/128333","http://static.inaturalist.org/photos/181344/medium.jpg?1444584708","brewbooks",128333,"Rough-skinned Newt","Amphibia",27826,"false",0,0,"2012-08-04 15:57:47","2012-08-04","2012-08-04 17:57:47 -0500","Pacific Time (US & Canada)",NA,"","","","false",8641,"2012-09-29 19:20:08 -0500","2015-05-12 21:41:55 -0500","needs_id","CC-BY",NA,"false",2012-08-04 15:57:47
